pr_name,created_date,author
"Simplify dev testing on installer","2026-02-11T07:32:01Z","ItzNotABug"
"Joins feature","2026-02-10T10:13:53Z","fogelito"
"fix: handle null name parameter in user creation endpoints","2026-02-01T06:01:57Z","njg7194"
"chore: Update outdated GitHub Actions versions","2026-01-26T11:01:28Z","pgoslatara"
"Import export json","2026-01-20T13:56:55Z","ItzNotABug"
"Update graphql lib","2026-01-20T12:33:37Z","abnegate"
"fix: enable SMTP debug logging in development mode","2026-01-15T14:33:10Z","AdeshGhadage"
"Fix undefined offset when Host header is malformed","2026-01-13T10:53:41Z","heeyoungha"
"Joins v2","2026-01-13T08:13:36Z","fogelito"
"fix(locale): add missing session alert translations for all locales","2026-01-09T15:25:40Z","Declan1704"
"Merge branch '1.8.x' into 'documents-db-api-for-cloud'.","2026-01-08T12:14:13Z","ItzNotABug"
"Fix Resend email sending: ensure valid To header ","2026-01-06T20:04:26Z","COZYTECH"
"Fix: force default region when creating projects via migrations","2026-01-06T19:17:34Z","COZYTECH"
"feat: add healthchecks to docker compose mariadb and redis container","2026-01-06T09:48:46Z","levivannoort"
"fix(locale): add missing Spanish translations for session alerts","2026-01-01T22:37:06Z","murataslan1"
"feat: add batch email sending to fix Mailgun rate limiting","2025-12-30T06:19:29Z","ooye-sanket"
"fix(functions): add standard IP headers to function executions","2025-12-28T13:25:45Z","PuneetKumar1790"
"Fix #4952: Allow custom SMTP test email via _APP_SMTP_TEST_EMAIL","2025-12-24T09:25:01Z","KaparthyReddy"
"Fix #8785: Handle null name in Users and Account creation","2025-12-24T08:27:16Z","KaparthyReddy"
"Updated CONTRIBUTING.md fixing issue #6039","2025-12-22T15:39:07Z","PranavViswanathan"
"Fix Yahoo OAuth2 default scopes causing invalid_scope error (#10982)","2025-12-19T08:57:49Z","Adityakk9031"
"add missing Spanish translations for session alert emails","2025-12-16T14:18:46Z","alinfor"
"Fix users.listMfaFactors() recoveryCode mismatch (#10927)","2025-12-13T17:02:11Z","Adityakk9031"
"Use request model","2025-12-08T06:20:28Z","abnegate"
"fix: Filter internal context attributes in migration (#10711)","2025-12-07T15:17:21Z","MacintoshTavish"
"Fix project names","2025-12-07T09:09:12Z","ItzNotABug"
"Fix outdated “public beta” reference in README","2025-11-28T17:12:21Z","Jessicapatel01"
"Improve error page styling with interactive button states","2025-11-24T18:11:16Z","mayurshetty100"
"Fix: Prevent console freeze on large collections (#10809)","2025-11-19T12:47:47Z","suman-X"
"feat: Enhanced screenshot error handling and debugging","2025-11-11T05:38:09Z","vm0809"
"Add TikTok OAuth provider","2025-11-03T22:08:45Z","Copilot"
"docs: add Ubuntu prerequisites for Docker installation","2025-10-30T03:44:43Z","Navadeep0007"
"Refactor Brazilian Portuguese translations and email templates","2025-10-30T03:34:40Z","feschaffa"
"Appwrite overall readability","2025-10-28T01:24:25Z","mishmanners"
"Feat 1we 29 : Add email templates for account change notifications","2025-10-27T11:23:14Z","bandaranaike"
"add: env var.","2025-10-26T11:15:03Z","ItzNotABug"
"feat: Add provider info to the session data for OAuth2 token auth","2025-10-22T22:38:00Z","adityaoberai"
"POC Feat photo api","2025-10-22T09:23:41Z","eldadfux"
"docs: fix Docker command syntax in code autocompletion section","2025-10-21T05:54:21Z","JDeep1234"
"fix(users): handle null name param #8785","2025-10-16T23:52:16Z","Shobhit150"
"UniqueException","2025-10-16T09:43:07Z","fogelito"
"Update CustomId.php(Cannot delete row with invalid id / can create row with invalid id bug)","2025-10-10T16:44:34Z","KaranMishra3610"
"docs: clarify async function structure, add async cloud example (#8382)","2025-10-08T13:45:11Z","D0CT4"
"docs(functions): clarify permissions and session requirements for get…","2025-10-07T13:02:42Z","D0CT4"
"Add beginner-friendly authentication tutorial","2025-10-05T16:21:31Z","sameelkazi"
"Fixed #10599 - fixed the X URL ","2025-10-04T18:27:29Z","Lanthoiba2022"
"[draft] init payments","2025-09-30T18:14:54Z","atharvadeosthale"
"fix: Appwrite URL typo","2025-09-30T12:13:07Z","amustaque97"
"Add Contributor Covenant Code of Conduct","2025-09-30T10:06:36Z","srihari-976"
"Add CODE_OF_CONDUCT.md to the repository","2025-09-30T09:50:19Z","srihari-976"
"fix(auth): validate old password before allowing password change","2025-09-26T17:36:51Z","ArjunSaluja"
"Add LogRocket logging adapter for Appwrite","2025-09-21T15:42:55Z","alanjollyc"
"Removed templates-runtime and migrated the array contents to runtime","2025-09-21T10:42:53Z","Chad-007"
"Replaced magic indexing for proper readability","2025-09-20T16:39:44Z","Chad-007"
"Document Error","2025-09-18T06:45:05Z","TarunCherukuri"
"Improve: UX of dns flows","2025-09-11T10:37:32Z","Meldiron"
"Add database scheme config","2025-09-08T05:48:05Z","dawnmie"
"Var ID attribute","2025-08-28T11:18:07Z","fogelito"
"Fix: CLI Types Generation in Monorepo Setups","2025-08-25T15:25:32Z","hemanthvallapani"
"Add disposable email blocklist and update email validation","2025-08-23T21:54:15Z","satputekuldip"
"Enhance OAuth2 session handling and add React Router v7","2025-08-21T17:34:15Z","krishvsoni"
"Feat: AI locale translations","2025-08-14T14:05:19Z","Meldiron"
"Fix 810 return type for download deployment is wrong","2025-08-07T23:43:06Z","MicahHeneveld"
"Fix: Convert Docker build args from boolean to string values","2025-07-31T06:45:35Z","imkuldeepahlawat"
"Remove obsolete doc for flutter","2025-07-26T16:22:21Z","sahils0"
"fix: update hardcoded year 2024 to 2025 in tests and popup","2025-07-26T09:02:19Z","ZunedKhan07"
"Add execution delay headers to async, event-triggered and sync executions","2025-07-23T07:21:14Z","vermakhushboo"
"TypeScript: created extra DocumentBase containing all default attributes of Documents","2025-07-20T18:11:39Z","bdblaere"
"Only delete schedule document if execution is successful","2025-07-04T06:54:34Z","vermakhushboo"
"feat: added clerk Oauth as provider and updated specs","2025-06-28T14:22:21Z","Nishantjain10"
"Responsible disclosure improvements","2025-06-25T23:45:40Z","EVDOG4LIFE"
"fix:  Users.CreateUser... vague error into optional name parameter.","2025-06-20T17:12:49Z","Abiji-2020"
"Not: Edge differences","2025-06-04T10:57:16Z","Meldiron"
"Ask users to have backups before installing the new version and fix cap letter.","2025-05-27T19:10:47Z","DH-555"
"fix: update error message for site size limit","2025-05-26T17:40:17Z","Julien-prrs"
"Feat kakao oauth","2025-05-25T06:47:10Z","BaekMinHyeok"
"Ajout d'une astuce Git à la traduction française","2025-05-24T13:30:37Z","RyZenoKelb"
"Sairam","2025-05-22T05:52:39Z","Sairamtony"
"Fix: Flutter env limits!","2025-05-19T13:46:44Z","ItzNotABug"
"Update CHANGELOG.md","2025-05-19T12:36:01Z","kamil-k7"
"Move Console envs to Appwrite","2025-05-19T10:38:07Z","ItzNotABug"
"Update Authentik.php","2025-05-18T19:55:44Z","darsh12"
"Chore debug tests","2025-05-06T19:24:55Z","vermakhushboo"
"Feat: Configurable sizes","2025-04-24T13:43:41Z","Meldiron"
"Fix: Correct error handling for int values like documentId = 123","2025-04-04T20:56:11Z","urooj-vX"
"Fix: vcs tests","2025-04-03T07:53:18Z","Meldiron"
"Fix the build status badge in README files","2025-03-30T08:41:03Z","PeterDaveHello"
"Handle empty entrypoint in create template deployment","2025-03-24T05:48:45Z","vermakhushboo"
"Fix remove duplicate metrics from stats usage","2025-03-05T05:49:06Z","lohanidamodar"
"Fixed null name error","2025-02-15T21:04:43Z","josuedjohnson"
"Refactor tasks","2025-02-12T11:14:18Z","lohanidamodar"
"Feat: ZIP site deployment","2025-02-08T20:23:24Z","Meldiron"
"#4952 test email address cause SMTP disconnected bug resolved 👍","2025-01-28T10:36:19Z","Abhinav163"
"Fix Arabic translations in ar.json","2025-01-25T23:09:41Z","demanhamed"
"Chore: Upgrade runtims","2025-01-10T14:07:26Z","Meldiron"
"Feat: Deprecated runtims","2025-01-09T11:46:14Z","Meldiron"
"Fix copy for team invite email","2024-12-27T10:10:14Z","vermakhushboo"
"Add import for Functions service in Python examples and fix wrong parameter name async to xasync","2024-12-26T18:25:15Z","KevinRohn"
"Spelling","2024-12-24T00:47:58Z","jsoref"
"Fix: smtp templates","2024-12-20T10:38:16Z","Meldiron"
"Add session alerts for all languages with AI except for DE, ES and CS. Fix ES user name.","2024-12-05T22:20:05Z","DH-555"
"Fix: use size actual instead","2024-12-04T05:04:05Z","lohanidamodar"
"feat: speed enhancement by parallel builds in ci/cd pipeline","2024-12-02T19:53:31Z","ARYPROGRAMMER"
"Add git commit author avatar to deployments","2024-11-11T19:11:34Z","vermakhushboo"
"fix: createuser... endpoints return a vague server error when null name is provided","2024-10-24T09:49:16Z","Shaik-Sirajuddin"
"📚 Documentation: Deprecation of ${workspaceRoot} in VSCode debug config for XDebug setup. #8814","2024-10-22T12:22:39Z","Kraftsman1"
"update docker image to use the latest image tag","2024-10-14T10:20:31Z","egyleader"
"Adds state parameter to OAuth2 flow","2024-10-09T00:49:17Z","gepd"
"Replace expectException with try/catch","2024-10-03T10:22:11Z","vermakhushboo"
"feat(oauth): implement figma provider integration","2024-10-01T16:56:13Z","albnunes"
"Feat: PHP Stan code analysis","2024-09-27T15:16:19Z","Meldiron"
"Fix: unwanted logs & outbound issues","2024-09-20T11:04:57Z","Meldiron"
"Fixing new user blocked issue","2024-09-20T01:34:40Z","EJM143"
"Replace sleep with await method in functions","2024-09-18T22:15:19Z","vermakhushboo"
"Refactor: Update Vietnamese translations","2024-08-13T15:54:22Z","Hung-00"
"Feat enum statuses","2024-08-02T20:18:15Z","byawitz"
"updated the mobile platform","2024-08-01T17:18:29Z","EswaramoorthyS"
"Avoid adding default storage permission for console user","2024-07-16T16:55:43Z","Souptik2001"
"Add better error message for `CustomID` validator input data type","2024-06-27T05:01:58Z","Souptik2001"
"Skip session secret validation and add session expiry check in case of JWT authentication","2024-06-24T09:23:53Z","Souptik2001"
"docs: :memo: improve nepali translation (ne.json)","2024-06-16T10:43:54Z","sumantadotai"
"docker-compose: mariadb","2024-05-24T05:54:45Z","grooverdan"
"Fix: executor failures","2024-05-16T10:42:43Z","Meldiron"
"Fix potential github action smells","2024-05-05T19:18:21Z","ceddy4395"
"fix: removing unused appwrite-worker-mails Redis variables","2024-05-03T20:56:39Z","byawitz"
"Add event information into specs","2024-03-07T13:41:27Z","gewenyu99"
"Feat: DB proxy","2024-03-05T11:26:21Z","Meldiron"
"feat: Better error message for maximum file size (storage_invalid_file_size)","2024-02-19T06:57:28Z","Gustl22"
"Confusing error when console accounts are restricted","2024-02-02T03:58:15Z","gewenyu99"
"Feat: Remember me toggle","2024-01-23T10:55:26Z","Meldiron"
"Refactor Database for Limit count from environment","2023-12-25T18:49:27Z","va2ron1"
"Add Tunnelmole as an open source alternative to ngrok","2023-12-19T10:45:05Z","robbie-cahill"
"fix: user-api-prefs-response","2023-12-10T05:45:21Z","nick2432"
"Feat: Improve DB override","2023-11-27T11:59:41Z","Meldiron"
"add fusionauth provider","2023-10-23T23:58:06Z","codercatdev"
"[WIP]: Add storage uploaded event to fix #4507","2023-10-12T22:40:14Z","joern-h"
"[Docs] Adding Elestio as one-click deploy option","2023-10-05T07:09:47Z","kaiwalyakoparkar"
"Feat: Rename logs queue","2023-10-02T09:13:41Z","Meldiron"
"Feat 5263 configurable jwt expiration","2023-09-14T20:23:45Z","MKSinghDev"
"Framework v2","2023-09-10T12:34:51Z","lohanidamodar"
"docs autocompletion command code fix #6039","2023-08-28T04:42:55Z","nexel-dev"
"Update tr.json","2023-08-25T20:09:01Z","tuvaergun"
"Feat: Add appwriteException with constants for error types in specs","2023-08-12T17:54:06Z","sahilsaha7773"
"Fix 5893 oauth deeplink multiple sessions","2023-07-27T14:24:53Z","roo12312"
"Bump clamav to get it working again","2023-07-17T20:11:45Z","stnguyen90"
"Audit Appwrite's generic error messages","2023-06-22T21:35:43Z","gewenyu99"
"Updated and renamed 10k-common-passwords to 100k-common-passwords","2023-05-15T15:35:36Z","sm-raiyyan"
"[FIX] #5506 fixed by increasing the offset from 5000 to 1000000 for li…","2023-05-05T21:03:22Z","deepam-kapur"
"Feat: Added minSize for String Attribute","2023-05-04T20:22:20Z","singhbhaskar"
"docs(environment-variables): Update functions documentation","2023-05-04T09:30:58Z","Shiva953"
"fix : Improper filter in Create user","2023-05-02T07:25:25Z","Shiva953"
"Feat registrar","2023-04-18T14:44:51Z","wess"
"Adds sha256 to etsy pkce based auth","2023-03-21T18:19:51Z","wess"
"Docs: Fix Max Size of Function Response","2023-02-17T22:25:48Z","gewenyu99"
"Feat : Decouple `/projects` endpoint","2023-01-16T18:37:18Z","everly-gif"
"feat : Update OAuth tutorial","2022-12-15T09:53:34Z","everly-gif"
"Refactor cache new","2022-12-07T12:00:28Z","everly-gif"
"pt-PT translation improvements","2022-11-28T10:40:39Z","cesperanc"
"Feat experiment mongo","2022-11-04T14:23:45Z","wess"
"feat: add dreamobjects storage","2022-10-28T21:20:41Z","aloks98"
"Fix team memberships secret exposure","2022-10-13T11:15:41Z","Meldiron"
"Feat : Add LINE OAuth2 Provider","2022-10-11T15:29:16Z","everly-gif"
"Feat: Implement 'locales' command","2022-10-07T07:53:21Z","Meldiron"
"Fix: OAuth duplication error","2022-07-25T10:24:40Z","Meldiron"
"master encryption filter","2022-07-21T10:39:51Z","lohanidamodar"
"project level secrets","2022-03-27T10:40:48Z","lohanidamodar"
"Create session from oAuth2 access token","2022-03-25T11:20:16Z","lohanidamodar"
